,task,xo_idx,xo_specified,xo_known,algorithm,beta,samples_datetime,dist_gt_mean,dist_gt_std,dist_samples_mean,dist_samples_std,dist_estimate_mean,dist_estimate_std,r_dist_gt_estimate,mse_dist_gt_estimate,r_dist_samples_estimate,mse_dist_samples_estimate,c2st
434,two_moons,7,misspecified,unknown,ABC,10.0,2023_05_07__22_26_00,0.3506403,0.13063514,0.34986603,0.14774172,0.37543133,0.13121758,0.99688685,0.00071952736,0.9497566,0.0028302837,
435,two_moons,7,misspecified,unknown,ABC,100.0,2023_05_07__22_26_00,0.32906583,0.09853871,0.3279542,0.11143832,0.35292625,0.10078417,0.99822724,0.0006087676,0.93406355,0.0021863156,
436,two_moons,7,misspecified,unknown,ABC,1000.0,2023_05_07__22_26_00,0.31292573,0.09922814,0.31276673,0.10520298,0.33617336,0.09951902,0.9971047,0.00059657375,0.9198266,0.0022247366,
437,two_moons,7,misspecified,unknown,GBI,10.0,2023_05_07__22_26_00,0.32378545,0.10758954,0.3274752,0.11778124,0.34626994,0.10756094,0.9969537,0.0005760471,0.93016744,0.002226697,0.4997
438,two_moons,7,misspecified,unknown,GBI,100.0,2023_05_07__22_26_00,0.2141553,0.012618223,0.2160897,0.039074548,0.2349325,0.012245454,0.92534715,0.00045489692,0.3152742,0.0017298391,0.6645
439,two_moons,7,misspecified,unknown,GBI,1000.0,2023_05_07__22_26_00,0.20147453,0.0019466424,0.2033321,0.036308877,0.21975353,0.0020106712,0.2969229,0.00033962735,0.011174023,0.001590145,0.9639
440,two_moons,7,misspecified,unknown,GT,10.0,2023_05_04__01_37_00,0.32387036,0.1055302,0.3274765,0.11554515,0.34715527,0.1058314,0.9969714,0.00060991076,0.93056804,0.0021793225,
441,two_moons,7,misspecified,unknown,GT,100.0,2023_05_04__01_37_00,0.22518745,0.014261397,0.22729576,0.039013166,0.24800152,0.015126983,0.921341,0.0005551628,0.34590247,0.0017710426,
442,two_moons,7,misspecified,unknown,GT,1000.0,2023_05_04__01_37_00,0.21846497,0.008803568,0.2205599,0.036660634,0.24154648,0.010322606,0.83885765,0.00056434417,0.20648402,0.0017344548,
443,two_moons,7,misspecified,unknown,NLE,1.0,2023_05_07__22_20_15,0.73828375,0.23556593,0.7475563,0.24170256,0.75016737,0.220628,0.99889535,0.0004791055,0.98710275,0.0018261198,
444,two_moons,7,misspecified,unknown,NPE,1.0,2023_05_07__22_20_15,0.20939851,0.016438115,0.21128398,0.041064262,0.22988322,0.017358331,0.96987075,0.00043766145,0.36150807,0.0018178518,
445,two_moons,7,misspecified,unknown,eGBI,10.0,2023_05_07__22_26_00,0.32376644,0.105566405,0.32711324,0.115597755,0.34682938,0.10569224,0.99684626,0.00060227874,0.9299146,0.002199064,0.4965
446,two_moons,7,misspecified,unknown,eGBI,100.0,2023_05_07__22_26_00,0.21828355,0.01934919,0.22043148,0.041390847,0.24176663,0.019900378,0.9564011,0.00058532855,0.46940023,0.0017908644,0.6351
447,two_moons,7,misspecified,unknown,eGBI,1000.0,2023_05_07__22_26_00,0.21358202,0.026734576,0.21575025,0.04648617,0.23731364,0.025639994,0.97467434,0.0005990987,0.58554626,0.0018872375,0.8938
448,two_moons,8,specified,known,ABC,10.0,2023_05_07__22_26_00,0.12525603,0.12293012,0.13066885,0.1346835,0.12806174,0.12398628,0.9988386,4.3662232e-05,0.9785943,0.0008195511,
449,two_moons,8,specified,known,ABC,100.0,2023_05_07__22_26_00,0.01749057,0.020319236,0.017203312,0.017192472,0.024827065,0.017975494,0.96442896,8.467231e-05,0.7737152,0.00019578873,
450,two_moons,8,specified,known,ABC,1000.0,2023_05_07__22_26_00,0.008553123,0.0059224474,0.008254508,0.008573774,0.017560197,0.003367587,0.74252254,9.758919e-05,0.6061571,0.00013544611,
