,task,xo_idx,xo_specified,xo_known,algorithm,beta,samples_datetime,dist_gt_mean,dist_gt_std,dist_samples_mean,dist_samples_std,dist_estimate_mean,dist_estimate_std,r_dist_gt_estimate,mse_dist_gt_estimate,r_dist_samples_estimate,mse_dist_samples_estimate,c2st
49,uniform_1d,0,misspecified,unknown,GT,20.0,2023_05_04__01_16_42,0.1343731,0.047489196,0.13573767,0.10911511,0.44996908,0.057131734,0.99116117,0.09974173,0.4140677,0.10874698,
50,uniform_1d,0,misspecified,unknown,GT,100.0,2023_05_04__01_16_42,0.100938715,0.01001565,0.102347896,0.08466761,0.40817174,0.013053637,0.99973476,0.09440145,0.12938862,0.10057981,
51,uniform_1d,0,misspecified,unknown,NLE,1.0,2023_05_07__21_56_20,1.4056408,0.5393146,1.4125704,0.6390944,1.3658091,0.48710927,0.9746155,0.017646087,0.8251828,0.13410395,
52,uniform_1d,0,misspecified,unknown,NPE,1.0,2023_05_07__21_56_20,0.8433241,0.01634876,0.8482167,0.26155508,0.82991874,0.02991063,0.051279508,0.0012912578,-0.0030979959,0.069675125,
53,uniform_1d,0,misspecified,unknown,eGBI,4.0,2023_05_07__22_00_34,0.5957951,0.38567388,0.5985499,0.4442387,0.75413626,0.259287,0.9129561,0.058447704,0.79125845,0.1064857,0.5083
54,uniform_1d,0,misspecified,unknown,eGBI,20.0,2023_05_07__22_00_34,0.16027011,0.08995891,0.16295378,0.14365256,0.4750873,0.08798931,0.9241221,0.100314714,0.60379046,0.11053918,0.5257
55,uniform_1d,0,misspecified,unknown,eGBI,100.0,2023_05_07__22_00_34,0.11034076,0.04711323,0.11168076,0.09960843,0.4161179,0.037232343,0.8708107,0.09405043,0.40655667,0.10097286,0.586
56,uniform_1d,1,specified,known,ABC,4.0,2023_05_07__22_00_34,0.08101166,0.072494075,0.08478536,0.09854949,0.093540736,0.08445672,0.9944485,0.0003638413,0.6746596,0.0055787005,
57,uniform_1d,1,specified,known,ABC,20.0,2023_05_07__22_00_34,0.07408171,0.068125606,0.07879606,0.119043276,0.087564155,0.07850411,0.99359,0.00035452674,0.86277765,0.0042009302,
58,uniform_1d,1,specified,known,ABC,100.0,2023_05_07__22_00_34,0.050317198,0.03055234,0.054171532,0.06421265,0.060799807,0.030253407,0.97319233,0.00015853893,0.48671815,0.0031284702,
59,uniform_1d,1,specified,known,GBI,4.0,2023_05_07__22_00_34,0.061493807,0.04854537,0.062066887,0.07875976,0.070510805,0.052880455,0.9831151,0.0001867684,0.62081295,0.003898789,0.5032
60,uniform_1d,1,specified,known,GBI,20.0,2023_05_07__22_00_34,0.043504924,0.025658375,0.04286377,0.053070936,0.05116568,0.026127523,0.94849664,0.00012794812,0.4564005,0.0023019456,0.505
61,uniform_1d,1,specified,known,GBI,100.0,2023_05_07__22_00_34,0.028997034,0.00904071,0.029377805,0.033690017,0.035117712,0.007358939,0.68216836,8.257271e-05,0.21093109,0.0011173117,0.544
62,uniform_1d,1,specified,known,GT,4.0,2023_05_04__01_16_42,0.061216358,0.04993272,0.061871197,0.07952107,0.07080375,0.054341994,0.98439753,0.00019601083,0.634072,0.0038756107,
63,uniform_1d,1,specified,known,GT,20.0,2023_05_04__01_16_42,0.043193422,0.026226686,0.042859748,0.054189395,0.052259717,0.027255526,0.9482556,0.00015721712,0.47466624,0.0023651316,
64,uniform_1d,1,specified,known,GT,100.0,2023_05_04__01_16_42,0.026346441,0.007336792,0.026017962,0.029248826,0.03705248,0.008323764,0.607264,0.00016355215,0.17052358,0.00096333964,
65,uniform_1d,1,specified,known,NLE,1.0,2023_05_07__21_56_20,0.041111536,0.017860897,0.041159205,0.04859594,0.04949386,0.018467199,0.8875381,0.00014480506,0.3218478,0.002193972,
66,uniform_1d,1,specified,known,NPE,1.0,2023_05_07__21_56_20,0.041639414,0.020559382,0.040563945,0.049352434,0.049650636,0.021755027,0.9244677,0.00013316215,0.34360304,0.0022532493,
67,uniform_1d,1,specified,known,eGBI,4.0,2023_05_07__22_00_34,0.06323053,0.05372719,0.06268116,0.07899745,0.07306648,0.059732746,0.985754,0.00022422426,0.6121843,0.004138175,0.504
68,uniform_1d,1,specified,known,eGBI,20.0,2023_05_07__22_00_34,0.04545741,0.028644845,0.044701617,0.057038087,0.054643653,0.029654132,0.9561159,0.00015994417,0.48873916,0.002577738,0.5033
69,uniform_1d,1,specified,known,eGBI,100.0,2023_05_07__22_00_34,0.032671336,0.016413605,0.032645926,0.040512964,0.042833436,0.017495712,0.8869117,0.00016937671,0.37470624,0.0015197166,0.5369
70,uniform_1d,1,specified,unknown,ABC,4.0,2023_05_07__22_00_34,0.08240679,0.06981195,0.09121721,0.09579814,0.09570611,0.08190147,0.99414444,0.00038572808,0.6513072,0.0055716634,
71,uniform_1d,1,specified,unknown,ABC,20.0,2023_05_07__22_00_34,0.07105472,0.06555567,0.07216603,0.08432512,0.08427321,0.076204404,0.99252766,0.00035902124,0.58132553,0.0054843547,
72,uniform_1d,1,specified,unknown,ABC,100.0,2023_05_07__22_00_34,0.0539474,0.03196335,0.057778116,0.07002162,0.064104855,0.031673066,0.97257894,0.00015766715,0.5169569,0.0035809611,
73,uniform_1d,1,specified,unknown,GBI,4.0,2023_05_07__22_00_34,0.061759844,0.0482772,0.06097345,0.07569197,0.07090439,0.053166915,0.98164105,0.00020175391,0.5932385,0.0038791122,0.5163
74,uniform_1d,1,specified,unknown,GBI,20.0,2023_05_07__22_00_34,0.044400483,0.02581355,0.045136698,0.054906987,0.05198412,0.026271736,0.94702595,0.0001295575,0.44254795,0.0024746303,0.5121
75,uniform_1d,1,specified,unknown,GBI,100.0,2023_05_07__22_00_34,0.02919525,0.00968977,0.029539533,0.03390523,0.035751384,0.0075701866,0.73370934,8.6533444e-05,0.22953634,0.0011274121,0.5437
76,uniform_1d,1,specified,unknown,GT,4.0,2023_05_04__01_16_42,0.061115965,0.049283177,0.061500426,0.07816795,0.070698075,0.053546354,0.98295903,0.0001999096,0.613499,0.003925537,
77,uniform_1d,1,specified,unknown,GT,20.0,2023_05_04__01_16_42,0.04346075,0.025921661,0.0422419,0.052513316,0.052614313,0.026844662,0.9441156,0.00016239932,0.43031195,0.0023721945,
78,uniform_1d,1,specified,unknown,GT,100.0,2023_05_04__01_16_42,0.02638262,0.007451085,0.026772723,0.02989476,0.03744181,0.008319885,0.62198275,0.00016991913,0.14284475,0.0010055111,
79,uniform_1d,1,specified,unknown,NLE,1.0,2023_05_07__21_56_20,0.041562736,0.017907782,0.040900584,0.047746375,0.049790036,0.01811295,0.8822786,0.00014408436,0.31830227,0.002135853,
